id,name,total_calories,protein_g,carbohydrate_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,servings,meal_type,ingredients_json,nutrition_tags_json
495223,边境以南米粒面沙拉,900.6,57.9,109.6,25.1,12.8,11.8,5.1,775.3,109.3,1,breakfast,"[{""amount"":1,""name"":""柠檬，汁和皮"",""unit"":""""},{""amount"":1,""name"":""鸟形意面"",""unit"":""""},{""amount"":2,""name"":""火葱"",""unit"":""""},{""amount"":16,""name"":""黑豆"",""unit"":""""},{""amount"":2,""name"":""科尔比-蒙特里杰克奶酪"",""unit"":""""},{""amount"":15.5,""name"":""盐"",""unit"":""""},{""amount"":2,""name"":""现磨黑胡椒"",""unit"":""""},{""amount"":8,""name"":""圣女果"",""unit"":""""}]","[""适合幼儿"",""适合儿童"",""工作日夜晚"",""早午餐"",""少于60分钟"",""简单"",""便宜"",""午餐/零食""]"
119915,柠檬水煮三文鱼,796.5,64.3,65.7,30.8,4.7,0.2,53.1,635.5,180.6,4,breakfast,"[{""amount"":1,""name"":""蛋黄酱"",""unit"":""""},{""amount"":1,""name"":""黑胡椒"",""unit"":""""},{""amount"":0.25,""name"":""水"",""unit"":""""},{""amount"":0.25,""name"":""三文鱼柳"",""unit"":""""}]","[""柠檬"",""柑橘"",""水果"",""早午餐"",""少于4小时"",""简单"",""午餐/零食""]"
507096,迪安的蛤蜊炸饼,757,61.9,93.3,12.9,5,3.3,2.2,1821.1,287.2,1,breakfast,"[{""amount"":0.75,""name"":""面粉"",""unit"":""""},{""amount"":0.5,""name"":""牛奶"",""unit"":""""},{""amount"":1,""name"":""鸡蛋"",""unit"":""""},{""amount"":1,""name"":""蛤蜊"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":0.25,""name"":""洋葱"",""unit"":""""}]","[""早午餐"",""少于30分钟"",""简单"",""健康""]"
198033,简便快捷奶油火鸡,748.5,66.3,16.3,45.8,25.6,1,1.9,1080.4,245.5,1,breakfast,"[{""amount"":5,""name"":""黄油"",""unit"":""""},{""amount"":1.5,""name"":""新鲜蘑菇"",""unit"":""""},{""amount"":4,""name"":""面粉"",""unit"":""""},{""amount"":1,""name"":""鸡高汤粉"",""unit"":""-2""},{""amount"":1.5,""name"":""对半奶油"",""unit"":""""},{""amount"":0.5,""name"":""罐装鸡汤"",""unit"":""""},{""amount"":1,""name"":""切碎的甜椒"",""unit"":""""},{""amount"":0.25,""name"":""帕玛森奶酪"",""unit"":""- 1/3""},{""amount"":4,""name"":""调味盐"",""unit"":""""},{""amount"":0,""name"":""黑胡椒"",""unit"":""""}]","[""肉"",""适合儿童"",""早午餐"",""少于30分钟"",""炉灶顶"",""简单"",""便宜"",""禽肉""]"
57376,马德拉酱烤火鸡胸肉,550.4,62.4,1.6,30.6,10.2,0.1,0,168.9,203.5,8,breakfast,"[{""amount"":2,""name"":""新鲜平叶欧芹"",""unit"":""""},{""amount"":1,""name"":""新鲜百里香"",""unit"":""""},{""amount"":2,""name"":""菜籽油"",""unit"":""""},{""amount"":2,""name"":""无盐黄油"",""unit"":""""},{""amount"":5,""name"":""鸡肉"",""unit"":""""},{""amount"":1.5,""name"":""火鸡高汤"",""unit"":""""},{""amount"":2,""name"":""通用面粉"",""unit"":""""},{""amount"":2,""name"":""马德拉酒"",""unit"":""""}]","[""禽肉"",""肉"",""春季"",""冬季"",""圣诞"",""感恩节"",""咸味"",""工作日夜晚"",""早午餐"",""少于4小时"",""一餐即食""]"
88142,姜汁奶酪酸豆角,634.1,31.2,116,7.3,1.1,41.2,2.6,821.7,0,1,breakfast,"[{""amount"":1,""name"":""姜"",""unit"":""""},{""amount"":2,""name"":""橄榄油"",""unit"":""""},{""amount"":2,""name"":""青柠"",""unit"":""""},{""amount"":1,""name"":""蚝油"",""unit"":""""},{""amount"":2,""name"":""鼠尾草德比奶酪"",""unit"":""""},{""amount"":2,""name"":""奶酪"",""unit"":""""}]","[""亚洲"",""早午餐"",""少于30分钟"",""新手厨师"",""简单"",""蔬菜""]"
448482,意式豆汤面（旧世界风味）,840,46.3,139.3,11.8,2.2,23.8,8.9,453.3,7.2,1,breakfast,"[{""amount"":2,""name"":""特级初榨橄榄油"",""unit"":""""},{""amount"":0.125,""name"":""意式培根"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""胡萝卜"",""unit"":""""},{""amount"":1,""name"":""月桂叶"",""unit"":""""},{""amount"":3,""name"":""蒜瓣"",""unit"":""-4""},{""amount"":3,""name"":""白腰豆"",""unit"":""""},{""amount"":1,""name"":""番茄酱"",""unit"":""""},{""amount"":2,""name"":""干百里香"",""unit"":""-4""},{""amount"":0.25,""name"":""海盐"",""unit"":""""},{""amount"":0.5,""name"":""新鲜研磨黑胡椒"",""unit"":""""}]","[""欧洲"",""早午餐"",""少于4小时"",""自制"",""豆类""]"
40856,火腿苹果早午餐千层派,976.6,66,55.6,54.3,25.4,4,37.4,635.5,424.5,1,breakfast,"[{""amount"":2,""name"":""熟火腿"",""unit"":""""},{""amount"":3,""name"":""切达奶酪"",""unit"":""""},{""amount"":12,""name"":""苹果"",""unit"":""""},{""amount"":4,""name"":""白糖"",""unit"":""-5""},{""amount"":0.5,""name"":""面粉"",""unit"":""""},{""amount"":0.25,""name"":""肉桂"",""unit"":""""},{""amount"":1,""name"":""肉豆蔻"",""unit"":""""},{""amount"":0.5,""name"":""鸡蛋"",""unit"":""""},{""amount"":6,""name"":""牛奶"",""unit"":""""},{""amount"":2,""name"":""红糖"",""unit"":""""}]","[""早餐"",""火腿"",""猪肉"",""苹果"",""水果"",""肉"",""家常菜聚餐"",""工作日夜晚"",""早午餐"",""烤箱"",""少于4小时"",""简单"",""便宜"",""一餐即食""]"
81543,填馅康沃尔母鸡配蔓越莓釉,768.5,58.9,82.6,17.9,5.1,6.8,16.8,1225,225.1,4,breakfast,"[{""amount"":2.25,""name"":""蔓越莓"",""unit"":""""},{""amount"":0.75,""name"":""干红葡萄酒"",""unit"":""""},{""amount"":3,""name"":""蜂蜜"",""unit"":""""},{""amount"":1,""name"":""橄榄油"",""unit"":""""},{""amount"":1,""name"":""黄油"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""洋葱"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""芹菜"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""蔓越莓"",""unit"":""""},{""amount"":2,""name"":""鸡汤"",""unit"":""""},{""amount"":0.25,""name"":""欧芹"",""unit"":""""},{""amount"":0.25,""name"":""干鼠尾草"",""unit"":""""},{""amount"":1,""name"":""干百里香"",""unit"":""""},{""amount"":0.25,""name"":""盐"",""unit"":""""},{""amount"":0.5,""name"":""现磨黑胡椒"",""unit"":""""}]","[""禽肉"",""洋葱"",""蔬菜"",""肉"",""春季"",""冬季"",""圣诞"",""感恩节"",""咸味"",""早午餐"",""烤"",""烤箱"",""炉灶顶"",""少于4小时"",""简单"",""鸡肉""]"
224672,免烤一锅通心粉,738.9,63,59.4,26.4,13.2,2.2,7.2,1013.2,124.5,1,breakfast,"[{""amount"":1,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""笔管面"",""unit"":""""},{""amount"":2,""name"":""干罗勒"",""unit"":""""},{""amount"":8,""name"":""大蒜粉"",""unit"":""""},{""amount"":1,""name"":""洋葱粉"",""unit"":""""},{""amount"":0.5,""name"":""部分脱脂马苏里拉奶酪"",""unit"":""""},{""amount"":0.5,""name"":""帕玛森奶酪"",""unit"":""""},{""amount"":1,""name"":""低脂小凝乳白软干酪"",""unit"":""""}]","[""适合幼儿"",""适合儿童"",""早午餐"",""少于60分钟"",""简单"",""便宜"",""一餐即食""]"
480556,加勒比虾沙拉,371.4,55,29.1,4.5,0.6,6.5,13.6,2242.9,479,2,breakfast,"[{""amount"":1,""name"":""番茄"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""青椒"",""unit"":""""},{""amount"":1,""name"":""橙子"",""unit"":""""},{""amount"":1,""name"":""柠檬"",""unit"":""""},{""amount"":1,""name"":""青柠"",""unit"":""""},{""amount"":1,""name"":""红辣椒碎"",""unit"":""""},{""amount"":1,""name"":""盐"",""unit"":""""}]","[""少于15分钟"",""新手厨师"",""简单"",""早午餐""]"
338331,三重辣味烧烤猪肉三明治,951,52,91.2,48.8,14.6,20.1,44.2,1796.2,149.7,1,breakfast,"[{""amount"":4,""name"":""烧烤酱"",""unit"":""""},{""amount"":2,""name"":""芥末酱"",""unit"":""""},{""amount"":1,""name"":""红辣椒碎"",""unit"":""""},{""amount"":0.3333333333333333,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""烟熏液"",""unit"":""""}]","[""午餐/零食"",""早午餐"",""新手厨师"",""简单"",""一餐即食""]"
86542,迈克尔辣炖菜,902.8,62.4,24.2,59.1,19.7,6,6.7,329,206.9,10,breakfast,"[{""amount"":2,""name"":""辣椒粉"",""unit"":""""},{""amount"":1,""name"":""牛至"",""unit"":""""},{""amount"":12,""name"":""辣椒粉"",""unit"":""""},{""amount"":0.25,""name"":""孜然"",""unit"":""""},{""amount"":0.25,""name"":""鸡高汤块"",""unit"":""""},{""amount"":3,""name"":""啤酒"",""unit"":""""},{""amount"":2,""name"":""水"",""unit"":""""},{""amount"":2,""name"":""猪肉末"",""unit"":""""},{""amount"":2,""name"":""牛肩肉"",""unit"":""""},{""amount"":2,""name"":""瘦牛肉末"",""unit"":""""},{""amount"":0.5,""name"":""洋葱"",""unit"":""""},{""amount"":4,""name"":""大蒜"",""unit"":""""},{""amount"":10,""name"":""番茄泥"",""unit"":""""},{""amount"":1,""name"":""青椒"",""unit"":""""},{""amount"":1,""name"":""马萨面粉"",""unit"":""""}]","[""猪肉"",""肉"",""冬季"",""辣味"",""早午餐"",""炉灶顶"",""少于4小时"",""炖""]"
439198,P90X鸡肉炒蛋—二级,367.3,59.7,2.5,11.1,3,0,2.4,619.4,72.6,1,breakfast,"[{""amount"":10,""name"":""鸡胸肉"",""unit"":""""},{""amount"":4,""name"":""脱脂帕玛森奶酪"",""unit"":""""},{""amount"":4,""name"":""新鲜罗勒"",""unit"":""""}]","[""少于15分钟"",""简单"",""早餐""]"
513076,红肉羊肉配菜,898.7,65.2,8.9,66,21.4,2.5,4.1,805.6,240,2,breakfast,"[{""amount"":0.5,""name"":""洋葱"",""unit"":""""},{""amount"":1,""name"":""番茄"",""unit"":""""},{""amount"":1,""name"":""肉桂棒"",""unit"":""""},{""amount"":1,""name"":""丁香"",""unit"":""""},{""amount"":3,""name"":""茴香"",""unit"":""-4""},{""amount"":0.5,""name"":""马萨拉"",""unit"":""""},{""amount"":1,""name"":""辣椒粉"",""unit"":""""},{""amount"":1.5,""name"":""姜黄"",""unit"":""""},{""amount"":0.5,""name"":""盐"",""unit"":""""},{""amount"":0.5,""name"":""水"",""unit"":""""},{""amount"":1,""name"":""咖喱叶"",""unit"":""""}]","[""肉"",""印度"",""辣味"",""早午餐"",""生日"",""少于4小时"",""羔羊/绵羊""]"
124652,西班牙炒面包屑,810.1,66.6,4.6,56.9,26.5,0.4,2.4,634.7,987.9,1,breakfast,"[{""amount"":8,""name"":""鸡蛋"",""unit"":""""},{""amount"":2,""name"":""无盐黄油"",""unit"":""""},{""amount"":0.25,""name"":""蒜瓣"",""unit"":""""},{""amount"":2,""name"":""新鲜萨尔萨酱"",""unit"":""""},{""amount"":2,""name"":""香菜"",""unit"":""""},{""amount"":0.75,""name"":""切达奶酪"",""unit"":""""},{""amount"":0.5,""name"":""奶酪"",""unit"":""""}]","[""墨西哥"",""早午餐"",""少于60分钟"",""早餐""]"
157649,冷火鸡糕,464.5,59.9,2.6,20.6,6.3,0.7,0.9,870.8,215.1,6,breakfast,"[{""amount"":4,""name"":""水"",""unit"":""""},{""amount"":6,""name"":""鸡高汤块"",""unit"":""""},{""amount"":2,""name"":""月桂叶"",""unit"":""""},{""amount"":1,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""干白葡萄酒"",""unit"":""""},{""amount"":0.5,""name"":""百里香"",""unit"":""""},{""amount"":1,""name"":""鼠尾草"",""unit"":""""},{""amount"":1,""name"":""蒜瓣"",""unit"":""""},{""amount"":2,""name"":""葱"",""unit"":""""},{""amount"":0.5,""name"":""欧芹"",""unit"":""""},{""amount"":0.5,""name"":""切碎的甜椒"",""unit"":""""},{""amount"":2,""name"":""现磨黑胡椒"",""unit"":""""}]","[""禽肉"",""肉"",""极低碳水化合物"",""早午餐"",""简单"",""便宜"",""午餐/零食""]"
114803,蜜橘鸡,954.1,65.5,34.7,60.7,20.1,2,27.8,280.1,272,4,breakfast,"[{""amount"":1,""name"":""整鸡"",""unit"":""""},{""amount"":1.25,""name"":""苹果醋"",""unit"":""""},{""amount"":3,""name"":""蜂蜜"",""unit"":""""},{""amount"":3,""name"":""新鲜龙蒿"",""unit"":""""},{""amount"":2,""name"":""橙子"",""unit"":""""},{""amount"":2,""name"":""新鲜龙蒿"",""unit"":""""},{""amount"":1,""name"":""瑞可塔奶酪"",""unit"":""""},{""amount"":1,""name"":""蜂蜜"",""unit"":""""}]","[""鸡肉"",""橙子"",""禽肉"",""柑橘"",""水果"",""肉"",""适合幼儿"",""适合儿童"",""早午餐"",""少于4小时"",""整鸡""]"
68734,香橙辣味鸭,671.4,60.5,37.1,30,7.4,2.4,32.8,577.9,326.7,4,breakfast,"[{""amount"":2,""name"":""橙子"",""unit"":""-3""},{""amount"":100,""name"":""白糖"",""unit"":""""},{""amount"":1,""name"":""姜"",""unit"":""""},{""amount"":2,""name"":""红辣椒"",""unit"":""""},{""amount"":2,""name"":""八角"",""unit"":""""},{""amount"":2,""name"":""肉桂棒"",""unit"":""""},{""amount"":1,""name"":""泰式鱼露"",""unit"":""""},{""amount"":1,""name"":""红酒"",""unit"":""""},{""amount"":1,""name"":""波特酒"",""unit"":""""},{""amount"":2,""name"":""鸭胸肉"",""unit"":""""},{""amount"":4,""name"":""菜籽油"",""unit"":""""},{""amount"":1,""name"":""小葱"",""unit"":""""}]","[""鸭肉"",""禽肉"",""柑橘"",""水果"",""肉"",""中文"",""亚洲"",""春季"",""夏季"",""冬季"",""甜味"",""早午餐"",""少于60分钟"",""新手厨师"",""炉灶顶"",""简单"",""橙子""]"
137699,土豆块鸡肉砂锅,711.1,56.9,58.1,28.5,8.2,7.8,2.3,1249.5,158.9,1,breakfast,"[{""amount"":2,""name"":""鸡肉末"",""unit"":""""},{""amount"":1,""name"":""鸡块"",""unit"":""""},{""amount"":0.25,""name"":""洋葱"",""unit"":""""},{""amount"":0.5,""name"":""胡椒"",""unit"":""""},{""amount"":1,""name"":""水"",""unit"":""""}]","[""鸡肉"",""禽肉"",""肉"",""适合幼儿"",""适合儿童"",""冬季"",""早午餐"",""少于60分钟"",""烤箱"",""新手厨师"",""简单"",""一餐即食""]"
380166,简易索帕（奶奶的简易墨西哥汤）,659,61.8,4.4,42.6,14.7,1.4,2.3,140.1,181.4,3,breakfast,"[{""amount"":2,""name"":""西葫芦"",""unit"":""""},{""amount"":2,""name"":""大蒜粉"",""unit"":""-3""},{""amount"":0,""name"":""水"",""unit"":""""},{""amount"":0,""name"":""盐"",""unit"":""""},{""amount"":0,""name"":""胡椒"",""unit"":""""}]","[""蔬菜"",""肉"",""极低碳水化合物"",""冬季"",""工作日夜晚"",""早午餐"",""少于60分钟"",""新手厨师"",""简单"",""便宜"",""猪肉""]"
331030,火腿炒蛋,576.9,59.5,14.9,30.4,11.8,3.2,7.2,1366.3,519.3,1,breakfast,"[{""amount"":2,""name"":""鸡蛋"",""unit"":""-3""},{""amount"":0.25,""name"":""2%脂肪白软干酪"",""unit"":""""},{""amount"":3,""name"":""熟火腿"",""unit"":""""},{""amount"":1,""name"":""番茄"",""unit"":""""},{""amount"":1,""name"":""牛至"",""unit"":""""},{""amount"":0.25,""name"":""黑胡椒"",""unit"":""""},{""amount"":0.25,""name"":""辣味萨尔萨酱"",""unit"":""""}]","[""午餐/零食"",""奶酪"",""极低碳水化合物"",""少于30分钟"",""炉灶顶"",""早餐""]"
73721,红烧牛肉,658.4,62.6,5.6,40.8,15.8,0.7,1.3,694.7,193.5,1,breakfast,"[{""amount"":10,""name"":""牛后腿肉烤用部位"",""unit"":""-12""},{""amount"":6,""name"":""面粉"",""unit"":""""},{""amount"":4,""name"":""盐"",""unit"":""""},{""amount"":2,""name"":""胡萝卜"",""unit"":""""},{""amount"":2,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""芹菜茎"",""unit"":""""},{""amount"":1,""name"":""大蒜"",""unit"":""""},{""amount"":4,""name"":""香草束"",""unit"":""""},{""amount"":1,""name"":""葡萄酒"",""unit"":""""}]","[""烤牛肉"",""肉"",""家常菜聚餐"",""咸味"",""工作日夜晚"",""早午餐"",""供多人食用"",""烤箱"",""炉灶顶"",""少于4小时"",""酱料""]"
119865,香醋汁肉桂香鸭胸,546.2,59,16.5,26.1,7,1.9,13.8,202.7,326.4,4,breakfast,"[{""amount"":4,""name"":""鸭胸肉"",""unit"":""""},{""amount"":1,""name"":""盐"",""unit"":""""},{""amount"":3,""name"":""胡椒"",""unit"":""""},{""amount"":1.5,""name"":""肉桂粉"",""unit"":""""},{""amount"":1,""name"":""细砂糖"",""unit"":""""},{""amount"":3,""name"":""肉桂粉"",""unit"":""""},{""amount"":1,""name"":""丁香"",""unit"":""""},{""amount"":0,""name"":""蜂蜜"",""unit"":""""}]","[""鸭肉"",""禽肉"",""肉"",""早午餐"",""少于30分钟"",""鸭胸肉""]"
121109,鸡肉牛油果千层玉米片沙拉,696.3,49.5,40.9,39.5,13.6,18.2,6.1,1150.4,123.2,1,breakfast,"[{""amount"":2,""name"":""牛油果"",""unit"":""""},{""amount"":2,""name"":""莎莎酱"",""unit"":""""},{""amount"":1,""name"":""红叶生菜"",""unit"":""""},{""amount"":3,""name"":""生菜"",""unit"":""""},{""amount"":3,""name"":""火鸡"",""unit"":""""},{""amount"":1,""name"":""墨西哥玉米片"",""unit"":""""},{""amount"":4,""name"":""黑豆"",""unit"":""-5""},{""amount"":1,""name"":""小葱"",""unit"":""""},{""amount"":1.5,""name"":""青椒"",""unit"":""""},{""amount"":0,""name"":""切达干酪（陈年）"",""unit"":""""}]","[""禽肉"",""豆类"",""肉"",""夏季"",""早午餐"",""少于30分钟"",""简单"",""鸡肉""]"
172393,15分钟快手千层面,886.8,63.8,48.6,48,26,4,7.9,913.5,230.9,1,breakfast,"[{""amount"":0.3333333333333333,""name"":""橄榄油"",""unit"":""""},{""amount"":0.5,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":1.5,""name"":""瘦牛肉末"",""unit"":""""},{""amount"":0.5,""name"":""火鸡绞肉"",""unit"":""""},{""amount"":0.5,""name"":""干罗勒"",""unit"":""""},{""amount"":0.25,""name"":""干牛至"",""unit"":""""},{""amount"":1,""name"":""碎红辣椒片"",""unit"":""""},{""amount"":0.5,""name"":""番茄丁"",""unit"":""""},{""amount"":3,""name"":""番茄酱"",""unit"":""""},{""amount"":16,""name"":""瑞可塔奶酪"",""unit"":""""},{""amount"":1,""name"":""马苏里拉奶酪"",""unit"":""""},{""amount"":0.5,""name"":""鸡蛋"",""unit"":""""},{""amount"":12,""name"":""黑胡椒粉"",""unit"":""""},{""amount"":0.25,""name"":""帕玛森奶酪"",""unit"":""""},{""amount"":0,""name"":""罗马诺奶酪"",""unit"":""""}]","[""肉"",""欧洲"",""早午餐"",""烤箱"",""新手厨师"",""少于4小时"",""简单"",""便宜"",""一餐即食""]"
278745,皇家鸡肉，酸奶香料炖鸡,446.1,57.7,11,18.1,3.6,1.2,4.6,369,141.9,4,breakfast,"[{""amount"":3,""name"":""月桂叶"",""unit"":""""},{""amount"":2,""name"":""肉桂棒"",""unit"":""""},{""amount"":1,""name"":""绿豆蔻荚"",""unit"":""""},{""amount"":4,""name"":""丁香"",""unit"":""""},{""amount"":4,""name"":""孜然籽"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""姜"",""unit"":""""},{""amount"":1,""name"":""蒜瓣"",""unit"":""""},{""amount"":2,""name"":""去皮鸡胸肉"",""unit"":""""},{""amount"":4,""name"":""姜黄粉"",""unit"":""""},{""amount"":0.25,""name"":""辣椒粉"",""unit"":""""},{""amount"":0.25,""name"":""盐"",""unit"":""""},{""amount"":0.25,""name"":""腰果"",""unit"":""""},{""amount"":30,""name"":""原味酸奶"",""unit"":""""},{""amount"":150,""name"":""香菜叶"",""unit"":""""}]","[""午餐/零食"",""鸡肉"",""禽肉"",""肉"",""亚洲"",""印度"",""早午餐"",""少于60分钟"",""炉灶顶"",""咖喱""]"
276585,美式烤意大利面,924.1,64.1,53.4,49.6,25.5,3.7,6.7,1475.5,199.6,1,breakfast,"[{""amount"":1,""name"":""意大利面"",""unit"":""""},{""amount"":2,""name"":""瘦牛肉末"",""unit"":""""},{""amount"":1,""name"":""番茄酱"",""unit"":""""},{""amount"":3,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""胡椒"",""unit"":""""},{""amount"":1,""name"":""切达干酪（陈年）"",""unit"":""""}]","[""意大利面"",""适合幼儿"",""适合儿童"",""早午餐"",""新手厨师"",""少于4小时"",""简单"",""便宜"",""一餐即食""]"
103992,五香肉卷,502.5,59.3,2.3,26.8,9.7,0.9,0.4,234,196.6,1,breakfast,"[{""amount"":2,""name"":""汉堡"",""unit"":""""},{""amount"":2,""name"":""烟熏液"",""unit"":""""},{""amount"":1,""name"":""芥菜籽"",""unit"":""""},{""amount"":1,""name"":""新鲜粗磨黑胡椒"",""unit"":""""},{""amount"":0.5,""name"":""大蒜粉"",""unit"":""""},{""amount"":0.5,""name"":""水"",""unit"":""""}]","[""少于15分钟"",""早午餐""]"
413158,鸡肉芦笋千层烤饼（早午餐砂锅）,851.1,63.1,38.2,49,21.7,3,2.8,641.2,380.1,1,breakfast,"[{""amount"":1,""name"":""鸡蛋"",""unit"":""""},{""amount"":6,""name"":""牛奶"",""unit"":""""},{""amount"":2,""name"":""瑞士奶酪"",""unit"":""""},{""amount"":16,""name"":""芦笋"",""unit"":""""},{""amount"":1,""name"":""火葱"",""unit"":""""},{""amount"":1,""name"":""橄榄油"",""unit"":""""}]","[""鸡胸肉"",""整鸡"",""鸡肉"",""禽肉"",""奶酪"",""蔬菜"",""肉"",""咸味"",""早午餐"",""新手厨师"",""少于4小时"",""简单"",""便宜"",""一餐即食""]"
297088,罗马风味鸡肉宽面,953.1,61.1,73.4,44.5,11.8,4.9,6.5,280.6,294.8,1,breakfast,"[{""amount"":3,""name"":""甜椒"",""unit"":""""},{""amount"":2,""name"":""橄榄油"",""unit"":""""},{""amount"":1,""name"":""洋葱"",""unit"":""""},{""amount"":2,""name"":""蒜瓣"",""unit"":""""},{""amount"":5,""name"":""鸡大腿"",""unit"":""""},{""amount"":5,""name"":""鸡腿"",""unit"":""""},{""amount"":2,""name"":""干白葡萄酒"",""unit"":""""},{""amount"":1,""name"":""番茄膏"",""unit"":""""},{""amount"":3.5,""name"":""盐"",""unit"":""""},{""amount"":1,""name"":""黑胡椒"",""unit"":""""},{""amount"":0,""name"":""意大利宽面"",""unit"":""""}]","[""鸡大腿及鸡腿"",""鸡肉"",""禽肉"",""肉"",""欧洲"",""早午餐"",""少于4小时"",""一餐即食""]"
209510,瓢虫辣椒,408.5,54.5,15,15.1,5.6,5.7,4.9,1833.1,141.8,1,breakfast,"[{""amount"":2,""name"":""牛肉高汤"",""unit"":""""},{""amount"":1,""name"":""番茄酱"",""unit"":""""},{""amount"":1,""name"":""洋葱粉"",""unit"":""""},{""amount"":1,""name"":""大蒜粉"",""unit"":""""},{""amount"":2,""name"":""辣椒粉"",""unit"":""""},{""amount"":6.5,""name"":""孜然"",""unit"":""""},{""amount"":3,""name"":""黑胡椒"",""unit"":""""},{""amount"":0.5,""name"":""辣椒粉"",""unit"":""""},{""amount"":0.25,""name"":""盐"",""unit"":""""},{""amount"":0.5,""name"":""牛肉高汤块"",""unit"":""""},{""amount"":0.5,""name"":""鸡高汤块"",""unit"":""""},{""amount"":0.5,""name"":""红糖"",""unit"":""""},{""amount"":0.25,""name"":""阿斗波酱"",""unit"":""""}]","[""美国西南部"",""咸味"",""早午餐"",""少于4小时"",""肉""]"
209136,芝士培根鸡肉皮塔饼,779.1,60.5,37.5,42.7,16.4,4.6,2.7,1284.4,756.1,1,breakfast,"[{""amount"":8,""name"":""鸡蛋"",""unit"":""""},{""amount"":3,""name"":""切达奶酪"",""unit"":""""},{""amount"":3,""name"":""欧芹"",""unit"":""""},{""amount"":3,""name"":""大蒜"",""unit"":""""},{""amount"":3,""name"":""洋葱粉"",""unit"":""""},{""amount"":1,""name"":""水"",""unit"":""""},{""amount"":1,""name"":""黄油"",""unit"":""""}]","[""午餐/零食"",""奶酪"",""高蛋白"",""高含量..."",""早午餐"",""少于30分钟"",""炉灶顶"",""便宜"",""早餐""]"
368903,超级健康蔬菜皮塔披萨,471.7,27.4,62.3,18,8.3,42.8,7,751,44.2,1,breakfast,"[{""amount"":1,""name"":""橄榄油"",""unit"":""""},{""amount"":0.5,""name"":""卡拉马塔橄榄"",""unit"":""""},{""amount"":3,""name"":""新鲜番茄"",""unit"":""""},{""amount"":3,""name"":""新鲜菠菜叶"",""unit"":""-4""},{""amount"":0.5,""name"":""罐装洋蓟心"",""unit"":""""},{""amount"":4,""name"":""马苏里拉奶酪"",""unit"":""""},{""amount"":0.5,""name"":""蒙特利杰克胡椒奶酪"",""unit"":""""}]","[""早午餐"",""少于15分钟"",""新手厨师"",""简单"",""便宜"",""蔬菜""]"
114410,热带火鸡沙拉,387,57.1,16.2,9.6,3.1,1.2,9.2,371.6,150.9,1,breakfast,"[{""amount"":2,""name"":""火鸡里脊"",""unit"":""""},{""amount"":0.25,""name"":""火鸡胸肉"",""unit"":""""},{""amount"":0.25,""name"":""蛋黄酱"",""unit"":""""},{""amount"":0.25,""name"":""酸奶油"",""unit"":""""},{""amount"":0.25,""name"":""芒果"",""unit"":""""},{""amount"":0.25,""name"":""红洋葱"",""unit"":""""},{""amount"":0.25,""name"":""菠萝"",""unit"":""""},{""amount"":0.25,""name"":""香蕉"",""unit"":""""},{""amount"":0.5,""name"":""青柠"",""unit"":""""},{""amount"":1,""name"":""大蒜"",""unit"":""""},{""amount"":1,""name"":""新鲜香菜"",""unit"":""""},{""amount"":1,""name"":""红糖"",""unit"":""""},{""amount"":0.125,""name"":""盐"",""unit"":""""},{""amount"":0.125,""name"":""胡椒"",""unit"":""""},{""amount"":0.125,""name"":""盐"",""unit"":""""},{""amount"":0.125,""name"":""辣椒粉"",""unit"":""""}]","[""禽肉"",""热带水果"",""水果"",""肉"",""早午餐"",""少于15分钟"",""新手厨师"",""简单"",""午餐/零食""]"
